date,num_logs,num_anomalies
2006-02-02-14,11512,0
2006-02-02-15,11186,0
2006-02-02-16,16924,0
2006-02-02-17,29296,0
2006-02-02-18,24702,1
2006-02-02-19,13622,0
2006-02-02-20,41175,0
2006-02-02-21,32004,0
2006-02-02-22,17005,0
2006-02-02-23,25016,0
2006-02-03-00,18710,0
2006-02-03-01,8814,0
2006-02-03-02,8098,0
2006-02-03-03,8389,0
2006-02-03-04,9128,0
2006-02-03-05,9371,0
2006-02-03-06,13082,877
2006-02-03-07,12620,948
2006-02-03-08,10514,941
2006-02-03-09,11829,937
2006-02-03-10,12534,936
2006-02-03-11,12589,942
2006-02-03-12,19776,937
2006-02-03-13,13146,948
2006-02-03-14,12834,948
2006-02-03-15,13836,930
2006-02-03-16,19734,1717
2006-02-03-17,31960,360
2006-02-03-18,13916,0
2006-02-03-19,12820,0
2006-02-03-20,33204,0
2006-02-03-21,10609,0
2006-02-03-22,10054,0
2006-02-03-23,10358,0
2006-02-04-00,60235,0
2006-02-04-01,9258,13
2006-02-04-02,8832,1
2006-02-04-03,9413,0
2006-02-04-04,9464,0
2006-02-04-05,9788,0
2006-02-04-06,9840,1
2006-02-04-07,9666,0
2006-02-04-08,9596,0
2006-02-04-09,9795,0
2006-02-04-10,10618,0
2006-02-04-11,9753,0
2006-02-04-12,17072,0
2006-02-04-13,9648,0
2006-02-04-14,9534,0
2006-02-04-15,10100,0
2006-02-04-16,10454,0
2006-02-04-17,10338,0
